Edad,trabajo,estado_civil,educacion,saldo,credito_vivienda,prestamo,contacto,campaign,contactos_previos,poutcome,suscrito
57.0,retired,married,tertiary,88423,yes,yes,telephone,25.131025957972806,1.0,nonexistent,no
68.0,entrepreneur,divorced,tertiary,15379,no,yes,telephone,4.0,4.0,nonexistent,yes
47.0,entrepreneur,divorced,primary,70401,yes,yes,telephone,35.0,2.0004504098729843,nonexistent,yes
45.0,self-employed,married,primary,87416,yes,yes,cellular,28.0,3.0,success,yes
29.0,unemployed,married,primary,631,yes,yes,telephone,30.0,1.0,success,yes
56.0,management,single,primary,Auto%#,no,no,cellular,9.0,4.0,failure,yes
43.0,blue-collar,divorced,tertiary,38452,yes,no,telephone,19.0,2.0,nonexistent,yes
30.0,self-employed,divorced,primary,59196,yes,no,telephone,16.0,3.0,failure,yes
25.0,retired,married,primary,11830,yes,yes,telephone,30.0,3.0,failure,no
71.0,unemployed,single,primary,22596,no,yes,telephone,1.0,2.0,failure,yes
45.0,technician,single,tertiary,41484,no,yes,cellular,46.0,1.0,success,yes
26.0,student,divorced,tertiary,23772,yes,yes,cellular,23.0,0.0,failure,yes
56.0,unemployed,married,tertiary,3116,no,yes,telephone,12.0,0.0,success,no
48.0,retired,divorced,tertiary,79839,no,yes,telephone,5.0,0.0,success,no
64.0,student,married,primary,39590,yes,yes,telephone,2.0,1.0,nonexistent,yes
48.0,entrepreneur,married,secondary,13223,no,no,cellular,2.0,4.0,success,yes
69.0,technician,divorced,primary,Auto%#,no,yes,telephone,48.0,0.0,failure,yes
42.0,technician,married,tertiary,18919,no,yes,telephone,40.0,4.0,nonexistent,yes
29.0,blue-collar,divorced,tertiary,81018,no,yes,telephone,35.0,2.0,nonexistent,no
18.0,student,married,primary,47441,yes,yes,telephone,4.0,2.0004504098729843,success,no
39.0,self-employed,single,primary,62655,yes,yes,telephone,40.0,0.0,success,no
57.0,admin,married,tertiary,-1793,yes,no,telephone,6.0,2.0,nonexistent,yes
54.0,management,married,secondary,91926,no,yes,telephone,14.0,3.0,success,no
64.0,retired,single,tertiary,6463,yes,no,cellular,15.0,4.0,success,no
18.0,entrepreneur,single,tertiary,34446,yes,yes,cellular,49.0,3.0,nonexistent,yes
18.0,admin,married,primary,88526,yes,no,telephone,37.0,0.0,failure,no
74.0,retired,divorced,tertiary,99772,no,yes,cellular,33.0,2.0,failure,no
59.0,entrepreneur,married,secondary,10671,no,yes,cellular,44.0,1.0,nonexistent,no
71.0,unemployed,divorced,secondary,7476,no,yes,telephone,19.0,2.0,failure,no
38.0,management,divorced,tertiary,26590,yes,no,cellular,43.0,4.0,failure,yes
46.18152922479251,student,married,secondary,0,no,yes,telephone,9.0,0.0,success,no
39.0,unemployed,single,primary,51242,no,yes,cellular,32.0,1.0,nonexistent,yes
52.0,services,married,secondary,49446,no,no,cellular,28.0,4.0,failure,yes
62.0,self-employed,single,primary,9905,yes,yes,cellular,31.0,2.0,nonexistent,no
33.0,blue-collar,divorced,primary,461,yes,no,telephone,36.0,0.0,failure,yes
64.0,self-employed,divorced,secondary,3673,no,yes,cellular,42.0,2.0,success,no
43.0,management,single,tertiary,0,no,yes,cellular,29.0,2.0,nonexistent,yes
55.0,blue-collar,divorced,secondary,10251,yes,no,telephone,8.0,2.0,nonexistent,yes
65.0,technician,married,primary,80085,yes,yes,cellular,22.0,4.0,success,yes
31.0,blue-collar,divorced,primary,-95,no,yes,telephone,1.0,0.0,failure,yes
62.0,unemployed,married,primary,50208,no,no,telephone,48.0,4.0,nonexistent,no
52.0,student,married,secondary,60094,yes,no,telephone,20.0,3.0,nonexistent,no
63.0,admin,single,primary,14734,no,yes,cellular,36.0,3.0,nonexistent,yes
31.0,retired,single,tertiary,24886,yes,yes,cellular,23.0,4.0,success,yes
64.0,services,single,primary,61611,yes,yes,cellular,17.0,0.0,success,no
25.0,technician,single,primary,34077,yes,yes,cellular,45.0,0.0,failure,yes
32.0,blue-collar,single,tertiary,3661,no,yes,cellular,10.0,0.0,nonexistent,no
71.0,services,single,primary,97235,yes,no,telephone,9.0,2.0,success,yes
66.0,admin,married,primary,8378,yes,no,cellular,3.0,3.0,success,yes
48.0,management,divorced,secondary,6058,no,no,cellular,33.0,3.0,failure,yes
46.18152922479251,management,married,secondary,65525,yes,yes,cellular,1.0,0.0,nonexistent,yes
73.0,unemployed,single,primary,73113,yes,yes,cellular,20.0,0.0,success,yes
52.0,blue-collar,single,tertiary,83404,yes,no,cellular,2.0,4.0,nonexistent,no
66.0,technician,divorced,primary,40187,no,no,cellular,1.0,1.0,nonexistent,no
42.0,management,single,primary,13981,yes,no,telephone,18.0,1.0,failure,no
51.0,blue-collar,single,primary,60457,no,no,cellular,1.0,2.0,success,yes
43.0,admin,single,secondary,25080,yes,yes,telephone,43.0,3.0,failure,yes
64.0,technician,divorced,tertiary,0,yes,no,cellular,5.0,1.0,failure,yes
22.0,student,married,tertiary,55056,yes,no,cellular,11.0,2.0,success,no
43.0,entrepreneur,single,tertiary,24457,no,no,cellular,38.0,4.0,nonexistent,no
23.0,unemployed,married,secondary,6871,no,yes,telephone,39.0,1.0,success,no
23.0,blue-collar,single,secondary,17053,no,yes,cellular,45.0,2.0004504098729843,failure,no
67.0,student,single,primary,89359,no,no,telephone,32.0,2.0004504098729843,success,no
35.0,blue-collar,single,secondary,64727,yes,no,telephone,16.0,2.0,nonexistent,no
21.0,student,married,primary,81050,no,yes,cellular,3.0,3.0,success,no
34.0,entrepreneur,divorced,secondary,81323,yes,no,telephone,47.0,3.0,success,yes
74.0,self-employed,single,primary,57415,no,yes,cellular,8.0,3.0,nonexistent,yes
31.0,entrepreneur,divorced,secondary,95064,no,yes,cellular,22.0,1.0,nonexistent,no
30.0,services,single,tertiary,73058,yes,no,telephone,48.0,0.0,nonexistent,no
24.0,self-employed,divorced,primary,3030,no,yes,cellular,17.0,0.0,failure,yes
61.0,retired,single,secondary,-619,yes,no,telephone,27.0,2.0,success,no
72.0,management,single,secondary,14753,yes,no,telephone,45.0,1.0,nonexistent,no
32.0,student,divorced,primary,3092,yes,yes,cellular,3.0,2.0,success,yes
36.0,technician,single,secondary,50946,no,no,cellular,26.0,4.0,failure,no
60.0,services,single,tertiary,85620,no,yes,telephone,35.0,2.0004504098729843,success,yes
64.0,entrepreneur,divorced,primary,78093,yes,yes,telephone,13.0,4.0,failure,yes
61.0,blue-collar,married,primary,56520,no,no,cellular,17.0,1.0,nonexistent,yes
34.0,retired,married,primary,0,yes,yes,cellular,29.0,2.0,success,no
52.0,services,married,primary,82680,yes,no,cellular,14.0,0.0,success,yes
36.0,admin,married,tertiary,25866,no,yes,cellular,25.131025957972806,3.0,nonexistent,yes
37.0,retired,single,primary,32711,yes,yes,telephone,37.0,0.0,success,no
53.0,self-employed,divorced,tertiary,46743,no,yes,telephone,44.0,1.0,nonexistent,no
52.0,entrepreneur,married,tertiary,23386,no,yes,telephone,48.0,4.0,failure,no
65.0,services,divorced,primary,21013,no,no,cellular,9.0,3.0,nonexistent,yes
61.0,student,single,tertiary,92542,no,no,cellular,48.0,0.0,success,yes
57.0,services,married,primary,4885,no,yes,cellular,32.0,2.0,success,no
41.0,technician,married,tertiary,30821,yes,yes,telephone,4.0,2.0,failure,yes
34.0,entrepreneur,divorced,primary,12045,yes,yes,telephone,6.0,2.0,success,yes
24.0,student,divorced,secondary,89210,no,no,telephone,1.0,0.0,success,yes
46.18152922479251,student,single,secondary,16780,no,no,telephone,25.0,4.0,success,yes
67.0,services,divorced,tertiary,23550,yes,no,cellular,40.0,4.0,success,yes
49.0,self-employed,single,secondary,46284,yes,yes,telephone,21.0,1.0,failure,no
53.0,management,single,tertiary,58238,yes,yes,telephone,14.0,1.0,failure,no
30.0,entrepreneur,single,tertiary,45184,no,yes,cellular,30.0,2.0,failure,no
23.0,entrepreneur,divorced,tertiary,58623,yes,no,cellular,2.0,4.0,failure,yes
54.0,unemployed,single,primary,38021,no,yes,cellular,22.0,0.0,nonexistent,yes
65.0,blue-collar,divorced,tertiary,84759,no,yes,telephone,13.0,0.0,failure,yes
32.0,admin,divorced,secondary,41184,no,yes,cellular,25.0,3.0,nonexistent,yes
64.0,unemployed,married,secondary,16942,yes,no,telephone,48.0,0.0,failure,yes
21.0,admin,single,primary,75418,yes,no,telephone,43.0,3.0,nonexistent,no
45.0,technician,divorced,primary,84557,no,yes,cellular,10.0,4.0,success,yes
62.0,self-employed,single,tertiary,50979,no,no,telephone,37.0,1.0,success,no
43.0,technician,divorced,primary,86549,no,no,cellular,25.0,2.0004504098729843,success,no
45.0,services,divorced,tertiary,81257,yes,yes,cellular,44.0,2.0,failure,yes
49.0,student,divorced,primary,75817,no,no,telephone,35.0,3.0,success,no
62.0,technician,married,primary,12008,no,no,telephone,25.131025957972806,1.0,failure,no
48.0,technician,married,primary,294,no,yes,cellular,42.0,2.0,success,no
20.0,entrepreneur,divorced,primary,17061,yes,no,cellular,48.0,2.0,success,yes
41.0,management,single,primary,38004,no,yes,telephone,10.0,4.0,success,no
60.0,admin,single,primary,49293,yes,yes,telephone,32.0,1.0,nonexistent,no
48.0,unemployed,single,tertiary,51682,no,no,telephone,3.0,1.0,success,no
26.0,management,divorced,tertiary,8237,no,yes,cellular,24.0,0.0,success,yes
56.0,admin,single,tertiary,9694,no,no,cellular,10.0,1.0,failure,no
62.0,management,single,tertiary,84472,no,yes,telephone,44.0,4.0,failure,yes
19.0,blue-collar,single,tertiary,99805,no,yes,cellular,30.0,0.0,success,yes
61.0,management,single,secondary,72062,no,no,telephone,25.0,3.0,failure,no
56.0,student,married,primary,74599,yes,yes,telephone,39.0,4.0,success,yes
59.0,technician,married,secondary,98919,yes,yes,telephone,25.0,0.0,failure,yes
74.0,blue-collar,married,tertiary,78280,yes,yes,telephone,38.0,3.0,failure,no
33.0,unemployed,married,tertiary,11064,yes,no,telephone,12.0,0.0,failure,no
52.0,unemployed,single,tertiary,85276,no,no,cellular,4.0,0.0,success,no
27.0,unemployed,single,primary,51324,no,no,cellular,20.0,0.0,failure,yes
55.0,retired,divorced,primary,-1068,no,no,telephone,10.0,1.0,failure,no
35.0,unemployed,single,primary,15019,no,yes,telephone,25.131025957972806,2.0,failure,yes
22.0,retired,married,primary,20157,no,yes,telephone,2.0,0.0,failure,no
70.0,admin,divorced,primary,50381,yes,yes,cellular,4.0,2.0,failure,yes
46.0,technician,single,secondary,15574,yes,no,telephone,15.0,4.0,failure,no
51.0,admin,divorced,tertiary,69044,no,yes,telephone,33.0,2.0,success,yes
60.0,blue-collar,single,secondary,30779,yes,no,telephone,18.0,1.0,success,no
62.0,self-employed,divorced,primary,28888,yes,no,cellular,40.0,4.0,failure,yes
40.0,entrepreneur,single,tertiary,24025,no,no,telephone,32.0,2.0,nonexistent,yes
22.0,management,single,tertiary,0,no,no,cellular,25.131025957972806,1.0,failure,no
47.0,retired,single,tertiary,0,yes,no,telephone,13.0,4.0,failure,yes
23.0,self-employed,divorced,secondary,71197,no,no,cellular,16.0,2.0,success,yes
61.0,blue-collar,married,tertiary,69421,yes,yes,telephone,14.0,4.0,nonexistent,yes
21.0,entrepreneur,single,primary,-1574,no,no,cellular,25.131025957972806,2.0,success,no
23.0,student,divorced,primary,10918,yes,yes,cellular,25.131025957972806,2.0,success,yes
49.0,unemployed,single,secondary,10513,yes,no,telephone,43.0,4.0,success,yes
59.0,student,single,secondary,14830,no,no,cellular,42.0,1.0,success,no
35.0,retired,married,primary,57254,yes,no,cellular,34.0,2.0,failure,no
32.0,entrepreneur,married,secondary,42695,yes,no,cellular,17.0,0.0,nonexistent,no
57.0,unemployed,divorced,tertiary,0,yes,no,telephone,3.0,1.0,failure,yes
54.0,management,single,tertiary,0,no,yes,telephone,31.0,3.0,nonexistent,yes
27.0,admin,divorced,tertiary,77144,no,yes,telephone,5.0,1.0,nonexistent,no
37.0,technician,single,tertiary,681,yes,yes,telephone,2.0,4.0,failure,yes
23.0,entrepreneur,married,tertiary,61503,yes,yes,telephone,4.0,1.0,failure,no
65.0,unemployed,divorced,tertiary,81321,yes,yes,telephone,44.0,2.0,success,yes
73.0,admin,single,primary,1407,no,no,telephone,38.0,0.0,success,yes
34.0,unemployed,married,tertiary,11555,no,yes,telephone,38.0,4.0,success,no
49.0,unemployed,married,secondary,91130,yes,no,cellular,14.0,2.0,success,no
21.0,management,divorced,secondary,68355,yes,yes,cellular,29.0,4.0,nonexistent,no
36.0,self-employed,divorced,secondary,69899,yes,yes,cellular,24.0,2.0,nonexistent,yes
39.0,retired,divorced,tertiary,56389,yes,yes,telephone,20.0,0.0,nonexistent,no
73.0,management,married,secondary,10512,no,no,telephone,25.131025957972806,3.0,nonexistent,yes
23.0,unemployed,divorced,tertiary,61722,no,yes,telephone,36.0,3.0,success,no
52.0,services,single,secondary,2037,yes,no,telephone,10.0,4.0,success,yes
39.0,services,divorced,secondary,91159,no,no,cellular,22.0,4.0,failure,yes
37.0,entrepreneur,divorced,primary,23733,yes,no,cellular,23.0,0.0,failure,no
39.0,unemployed,divorced,secondary,83169,yes,yes,cellular,46.0,2.0,nonexistent,yes
65.0,management,married,secondary,91739,no,no,cellular,41.0,0.0,nonexistent,yes
72.0,retired,divorced,tertiary,32311,yes,no,telephone,42.0,0.0,nonexistent,yes
28.0,self-employed,divorced,secondary,15175,no,no,telephone,4.0,0.0,success,yes
30.0,unemployed,married,secondary,0,no,yes,telephone,21.0,1.0,nonexistent,no
59.0,unemployed,married,secondary,85090,yes,no,telephone,13.0,1.0,success,yes
26.0,technician,married,secondary,26090,yes,no,telephone,13.0,2.0,success,yes
29.0,services,single,primary,61479,no,yes,telephone,12.0,2.0,nonexistent,yes
31.0,management,single,secondary,36866,no,no,cellular,35.0,1.0,failure,yes
50.0,student,married,tertiary,96248,no,no,telephone,19.0,4.0,failure,no
35.0,technician,divorced,tertiary,51934,yes,yes,cellular,9.0,2.0,nonexistent,yes
66.0,technician,single,secondary,71334,yes,no,telephone,13.0,4.0,failure,yes
40.0,blue-collar,divorced,primary,-284,yes,yes,telephone,36.0,0.0,nonexistent,yes
36.0,technician,single,tertiary,Auto%#,yes,no,cellular,41.0,3.0,failure,yes
22.0,management,single,primary,54513,no,yes,telephone,30.0,0.0,success,yes
64.0,blue-collar,divorced,secondary,77218,yes,yes,telephone,31.0,1.0,success,no
47.0,services,married,tertiary,71916,no,yes,telephone,15.0,1.0,failure,yes
45.0,management,single,secondary,5557,yes,no,cellular,35.0,3.0,failure,no
51.0,technician,divorced,tertiary,95304,no,no,cellular,35.0,0.0,nonexistent,no
62.0,student,single,primary,87702,no,no,cellular,20.0,4.0,nonexistent,yes
73.0,blue-collar,married,tertiary,33486,no,yes,telephone,43.0,3.0,success,no
65.0,blue-collar,single,tertiary,0,no,yes,cellular,23.0,3.0,nonexistent,yes
64.0,retired,married,tertiary,38655,no,no,cellular,37.0,3.0,success,yes
27.0,retired,divorced,primary,0,no,yes,telephone,19.0,4.0,nonexistent,no
59.0,admin,divorced,primary,61823,no,no,cellular,18.0,0.0,success,no
74.0,technician,divorced,secondary,72630,yes,no,cellular,4.0,1.0,failure,yes
63.0,blue-collar,single,secondary,82801,yes,no,telephone,8.0,2.0,nonexistent,yes
47.0,services,divorced,tertiary,21094,yes,no,telephone,46.0,4.0,success,no
72.0,entrepreneur,divorced,tertiary,11353,yes,no,telephone,30.0,1.0,nonexistent,no
42.0,blue-collar,married,primary,43953,no,no,telephone,20.0,3.0,nonexistent,yes
31.0,unemployed,married,primary,78709,yes,no,cellular,8.0,4.0,nonexistent,no
52.0,unemployed,divorced,primary,31411,no,yes,telephone,5.0,1.0,failure,no
69.0,retired,married,tertiary,9264,yes,no,telephone,41.0,2.0,success,no
65.0,management,married,tertiary,31445,no,yes,cellular,34.0,2.0,nonexistent,yes
51.0,services,single,primary,0,yes,yes,telephone,40.0,2.0004504098729843,nonexistent,yes
27.0,retired,married,tertiary,40059,yes,no,cellular,7.0,0.0,success,no
52.0,unemployed,single,primary,650,no,yes,telephone,22.0,2.0004504098729843,nonexistent,no
28.0,entrepreneur,divorced,secondary,41024,no,yes,telephone,11.0,3.0,nonexistent,yes
38.0,management,married,primary,9592,no,no,cellular,12.0,4.0,nonexistent,no
38.0,retired,married,tertiary,54238,no,yes,cellular,8.0,4.0,nonexistent,yes
62.0,admin,divorced,tertiary,41390,yes,yes,cellular,17.0,2.0,nonexistent,yes
24.0,admin,single,tertiary,69220,yes,yes,telephone,26.0,1.0,success,no
72.0,retired,divorced,tertiary,49839,no,yes,cellular,33.0,3.0,success,no
34.0,entrepreneur,divorced,primary,11457,yes,no,telephone,26.0,3.0,nonexistent,yes
29.0,technician,married,primary,78687,yes,yes,cellular,3.0,2.0,nonexistent,no
74.0,management,divorced,secondary,5074,no,no,cellular,31.0,2.0,failure,no
59.0,blue-collar,married,primary,96795,no,yes,telephone,14.0,1.0,nonexistent,no
35.0,entrepreneur,single,secondary,Auto%#,yes,yes,telephone,18.0,0.0,failure,no
66.0,self-employed,divorced,primary,Auto%#,no,no,cellular,41.0,0.0,nonexistent,no
68.0,entrepreneur,single,tertiary,44412,yes,yes,cellular,12.0,3.0,failure,no
35.0,management,married,secondary,67258,no,yes,cellular,39.0,3.0,failure,yes
52.0,technician,married,tertiary,9709,no,no,telephone,33.0,3.0,success,no
70.0,technician,divorced,tertiary,40925,yes,no,telephone,32.0,4.0,failure,no
33.0,management,divorced,primary,63066,no,no,cellular,14.0,0.0,success,no
74.0,self-employed,divorced,primary,16165,no,yes,cellular,25.131025957972806,4.0,nonexistent,no
64.0,unemployed,divorced,secondary,27194,yes,yes,telephone,28.0,3.0,success,no
59.0,unemployed,married,secondary,53891,yes,yes,telephone,8.0,2.0,success,no
30.0,self-employed,single,primary,0,yes,yes,cellular,36.0,1.0,failure,no
21.0,self-employed,divorced,secondary,92154,yes,no,telephone,10.0,0.0,failure,no
56.0,services,single,primary,84123,no,yes,telephone,39.0,1.0,success,yes
71.0,technician,married,primary,64889,no,yes,telephone,47.0,4.0,failure,yes
19.0,entrepreneur,married,primary,71907,no,yes,cellular,30.0,3.0,success,no
43.0,services,divorced,secondary,72608,no,no,cellular,45.0,0.0,success,yes
44.0,admin,married,tertiary,68234,no,no,cellular,40.0,1.0,nonexistent,no
44.0,entrepreneur,single,secondary,17184,yes,yes,cellular,41.0,0.0,failure,yes
32.0,retired,married,tertiary,4902,yes,yes,cellular,25.131025957972806,3.0,failure,no
25.0,student,divorced,secondary,18647,no,yes,telephone,5.0,3.0,success,yes
64.0,technician,divorced,tertiary,0,yes,yes,cellular,6.0,2.0,failure,no
63.0,retired,single,tertiary,98541,yes,yes,cellular,16.0,4.0,success,no
57.0,unemployed,divorced,secondary,49730,yes,no,telephone,24.0,4.0,success,yes
29.0,retired,single,secondary,93757,no,no,telephone,46.0,1.0,failure,yes
30.0,retired,married,tertiary,32546,no,no,telephone,19.0,2.0,success,yes
34.0,retired,married,primary,47073,yes,yes,telephone,48.0,1.0,failure,no
34.0,unemployed,single,tertiary,56557,yes,no,telephone,37.0,3.0,success,yes
73.0,entrepreneur,single,tertiary,51206,no,no,cellular,33.0,0.0,success,no
38.0,blue-collar,married,primary,54618,yes,yes,telephone,9.0,2.0,nonexistent,yes
25.0,blue-collar,single,tertiary,85350,yes,yes,telephone,21.0,3.0,success,yes
